participant_id,browser,device,sex,education,country,rt,response,video,intensity,cog
1932445,Firefox,computer,3,3,England,508,TH,WM_FF_pair_onset_FOUGHT,28.83433448,7865
1932445,Firefox,computer,3,3,England,781,F,WM_FF_pair_coda_OAF,27.87135616,2193
1932445,Firefox,computer,3,3,England,909,TH,WM_TH_notp_coda_BIRTH,24.995908880000002,1746
1932445,Firefox,computer,3,3,England,781,SH,WM_SH_notp_onset_SHAME,35.86025666,3370
1932445,Firefox,computer,3,3,England,695,X,WM_SS_notp_coda_PASS,32.14711433,5510
1932445,Firefox,computer,3,3,England,736,TH,WM_TH_notp_onset_THING,30.35223502,5685
1932445,Firefox,computer,3,3,England,664,S,WM_SS_notp_coda_KISS,35.24913983,5018
1932445,Firefox,computer,3,3,England,830,SH,WM_SH_pair_onset_SHY,34.89293993,1877
1932445,Firefox,computer,3,3,England,459,TH,WM_TH_pair_onset_THIN,29.92131417,4552
1932445,Firefox,computer,3,3,England,858,F,WM_FF_pair_coda_ROOF,26.08339172,2752
1932445,Firefox,computer,3,3,England,725,S,WM_SS_pair_onset_SOUL,33.23819866,3794
1932445,Firefox,computer,3,3,England,502,SH,WM_SH_notp_onset_SHACK,37.39323953,3722
1932445,Firefox,computer,3,3,England,771,F,WM_FF_notp_onset_FACT,29.53059171,4486
1932445,Firefox,computer,3,3,England,408,S,WM_SS_pair_onset_SIN,39.24703864,5485
1932445,Firefox,computer,3,3,England,789,S,WM_SS_pair_onset_SORE,39.4498273,6203
1932445,Firefox,computer,3,3,England,1155,TH,WM_FF_pair_onset_FIN,30.96682916,7701
1932445,Firefox,computer,3,3,England,815,F,WM_FF_pair_coda_REEF,30.73328455,4479
1932445,Firefox,computer,3,3,England,924,TH,WM_TH_pair_coda_DEATH,26.17474533,2500
1932445,Firefox,computer,3,3,England,654,SH,WM_SH_notp_coda_POSH,30.75677682,2612
1932445,Firefox,computer,3,3,England,732,F,WM_FF_notp_coda_BEEF,29.4754049,7430
1932445,Firefox,computer,3,3,England,752,TH,WM_TH_notp_onset_THORN,24.41493027,1442
1932445,Firefox,computer,3,3,England,805,SH,WM_SH_notp_onset_SHOUT,34.59898582,3276
1932445,Firefox,computer,3,3,England,375,TH,WM_TH_notp_coda_BREATH,26.86566057,3201
1932445,Firefox,computer,3,3,England,673,TH,WM_TH_notp_onset_THANK,28.3985459,2662
1932445,Firefox,computer,3,3,England,823,F,WM_TH_pair_onset_THOLE,29.16238698,4008
1932445,Firefox,computer,3,3,England,693,F,WM_FF_notp_onset_FAME,24.30104487,5389
1932445,Firefox,computer,3,3,England,1445,X,WM_FF_notp_coda_ROUGH,28.07022466,3234
1932445,Firefox,computer,3,3,England,2579,SH,WM_SH_pair_coda_ASH,30.32133037,2524
1932445,Firefox,computer,3,3,England,1134,X,WM_FF_notp_coda_COUGH,24.08980909,3019
1932445,Firefox,computer,3,3,England,1787,SH,WM_SH_notp_onset_SHOOT,36.01809601,3110
1932445,Firefox,computer,3,3,England,860,F,WM_FF_notp_onset_FEAT,26.77629044,5672
1932445,Firefox,computer,3,3,England,695,S,WM_SS_pair_onset_SIGH,36.26807838,6605
1932445,Firefox,computer,3,3,England,1177,SH,WM_SH_pair_onset_SHIN,38.3505371,3941
1932445,Firefox,computer,3,3,England,435,S,WM_SS_notp_coda_GROSS,31.23914038,4355
1932445,Firefox,computer,3,3,England,677,S,WM_SS_pair_coda_MESS,32.13420327,5516
1932445,Firefox,computer,3,3,England,462,SH,WM_SH_pair_coda_PLUSH,31.1841224,3249
1932445,Firefox,computer,3,3,England,807,SH,WM_SH_pair_onset_SHOAL,33.61304571,3117
1932445,Firefox,computer,3,3,England,1454,S,WM_SS_notp_onset_SAD,36.07004488,5467
1932445,Firefox,computer,3,3,England,1315,SH,WM_SH_notp_onset_SHEER,35.63657702,2991
1932445,Firefox,computer,3,3,England,782,F,WM_FF_pair_onset_FIE,26.73216088,8105
1932445,Firefox,computer,3,3,England,674,SH,WM_SH_notp_coda_BUSH,33.50540729,1949
1932445,Firefox,computer,3,3,England,450,S,WM_SS_pair_coda_PLUS,33.72174147,5305
1932445,Firefox,computer,3,3,England,945,S,WM_SS_pair_coda_ASS,29.32681087,4742
1932445,Firefox,computer,3,3,England,1046,SH,WM_SH_notp_coda_WISH,33.18926446,2893
1932445,Firefox,computer,3,3,England,656,F,WM_TH_pair_coda_WREATH,25.33262721,4164
1932445,Firefox,computer,3,3,England,916,TH,WM_FF_pair_onset_FOUR,29.74117595,6318
1932445,Firefox,computer,3,3,England,1262,X,WM_FF_pair_coda_LOAF,27.61623221,2284
1932445,Firefox,computer,3,3,England,834,TH,WM_TH_pair_onset_THAW,29.16219133,3454
1932445,Firefox,computer,3,3,England,1136,SH,WM_SH_pair_onset_SHORE,35.88647069,3760
1932445,Firefox,computer,3,3,England,761,SH,NM_SH_pair_onset_SHY,39.50228141,3622
1932445,Firefox,computer,3,3,England,867,S,NM_SS_notp_onset_SOON,42.54171703,5939
1932445,Firefox,computer,3,3,England,1621,F,NM_FF_pair_coda_REEF,29.65935414,6900
1932445,Firefox,computer,3,3,England,882,F,NM_FF_notp_onset_FAME,31.59602116,3922
1932445,Firefox,computer,3,3,England,694,TH,NM_TH_notp_onset_THUNK,30.72066367,7525
1932445,Firefox,computer,3,3,England,992,F,NM_FF_pair_onset_FIN,31.84145761,5117
1932445,Firefox,computer,3,3,England,686,TH,NM_TH_notp_onset_THORN,30.25575981,3658
1932445,Firefox,computer,3,3,England,966,TH,NM_TH_notp_coda_MOTH,27.11784357,2932
1932445,Firefox,computer,3,3,England,748,S,NM_SS_notp_coda_MOUSE,34.03453979,5332
1932445,Firefox,computer,3,3,England,572,TH,NM_TH_pair_onset_THIN,30.14064943,2954
1932445,Firefox,computer,3,3,England,692,S,NM_SS_pair_coda_ASS,39.03014753,5034
1932445,Firefox,computer,3,3,England,1058,SH,NM_SH_notp_onset_SHACK,39.49973881,4095
1932445,Firefox,computer,3,3,England,669,S,NM_SS_pair_onset_SIGH,41.37901249,5979
1932445,Firefox,computer,3,3,England,771,TH,NM_TH_notp_coda_BREATH,28.73152252,7151
1932445,Firefox,computer,3,3,England,628,SH,NM_SH_pair_coda_PLUSH,33.82094552,4158
1932445,Firefox,computer,3,3,England,1550,S,NM_SS_notp_onset_SILK,40.97915109,6588
1932445,Firefox,computer,3,3,England,1027,F,NM_FF_notp_coda_ROUGH,30.25346087,9862
1932445,Firefox,computer,3,3,England,804,TH,NM_FF_pair_coda_LOAF,29.03169428,6083
1932445,Firefox,computer,3,3,England,537,F,NM_FF_notp_onset_FOOL,30.21203804,10110
1932445,Firefox,computer,3,3,England,741,SH,NM_SH_pair_onset_SHIN,38.63219732,3542
1932445,Firefox,computer,3,3,England,429,F,NM_FF_notp_onset_FIGHT,36.16093753,10945
1932445,Firefox,computer,3,3,England,492,F,NM_FF_notp_coda_BEEF,31.98646765,8905
1932445,Firefox,computer,3,3,England,541,S,NM_SS_notp_onset_SELL,41.23373391,6775
1932445,Firefox,computer,3,3,England,588,TH,NM_TH_notp_coda_TOOTH,28.16262081,5986
1932445,Firefox,computer,3,3,England,1149,SH,NM_SH_notp_coda_BUSH,34.31249527,3507
1932445,Firefox,computer,3,3,England,581,TH,NM_TH_pair_coda_OATH,28.61263962,5905
1932445,Firefox,computer,3,3,England,618,S,NM_SS_pair_onset_SOUL,40.65935899,5973
1932445,Firefox,computer,3,3,England,1051,TH,NM_TH_notp_onset_THEME,30.46915813,8387
